gender,freq_city,freq_country,freq_chl,freq_cwc,freq_wc,trav_country,trav_chl,trav_cwc,trav_wc,whole_high,live_rep,vid_txt,vid_audio,freq_tv,freq_pc,freq_tabl,frec_cell,stats,alone_together,freq_with_friends,freq_with_rel,freq_alone,freq_home,freq_friends,freq_rel,freq_stad,freq_bar,freq_food,freq_nonalc,freq_alc,emotions,paraphenalia,bets,bets_win,d_cornerk,d_save,d_freek,d_goal,d_assist,d_foul,d_penalty,d_offside,d_steal,d_fight,a_offside,a_penalty,a_cornerk,a_oppscore,a_wescore
Female,0.33,0.66,0.33,0.33,0.33,1,1,0.25,1,Whole game,Live,Video,Video,0.66,0.66,0,0.33,0.66,Together,0.66,0.66,0,0.33,0,0.66,0.66,0,0,0.33,0,Happy,No,No,,0.5,0.75,0.25,1,0.75,0.5,1,0.5,0.75,0,Attacker,Ball,Attacker,Goalkeeper,Goalkeeper
Female,0.33,0.33,0.66,1,1,0.25,0.75,0.75,1,Whole game,NP,Video,Video,0.66,0.66,0.33,0.33,0.33,NP,0.33,0.66,0.33,0.66,0.33,0.33,0.66,0,0,0,0,Happy,Yes,No,0,0.75,1,0.75,1,1,0.75,1,0.75,1,1,Ball,Attacker,Attacker,Attacker,Attacker
Female,0.33,0.33,0.66,0.66,1,0,1,0.75,1,NP,Live,Video,Video,1,0,0,0.33,0,Together,0.33,1,0.33,0.66,0.66,0.66,0.33,0.33,0,0.66,0.66,Yes,Yes,No,,0.25,0.5,0,1,1,0.5,1,0.5,0.5,0,Attacker,Defenders,Defenders,Goalkeeper,Attacker
Male,0.33,0.66,1,1,1,0,0.75,0,0.5,NP,Live,Text,Audio,0,0.66,0,0.33,0.33,Alone,1,0,0.33,0.66,0.33,0,0,0,1,1,0.33,Angry,Yes,No,,0.25,0,0.25,0.5,0.75,1,0.75,0.5,0.25,0,Defenders,Defenders,Defenders,Defenders,Defenders
Male,0,0.33,0.33,0.33,0.33,0.25,0.75,0.5,1,Highlights,Replay,Video,Video,0.33,0.66,0,0.33,0.33,NP,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.33,No,Yes,Yes,0.33,0.5,0.75,0.75,1,1,0.25,0.5,0,0.5,0.75,Defenders,,Defenders,Defenders,Attacker
Male,0,0.33,0.66,0,0.66,0,0.75,0.25,1,Whole game,NP,Video,Video,0.33,0.66,0,0.33,0.33,NP,0.33,0.66,0.33,0.66,0,0.33,0.33,0,0.66,0.66,0,Yes,Yes,No,,0.75,0.75,1,1,1,0.75,1,0.5,0.75,0.75,Defenders,Attacker,Ball,Defenders,Attacker
Male,0,0.33,0.66,0.66,0.66,0.25,1,0.5,1,Whole game,Live,Video,Video,1,0.66,0,0.33,0.66,NP,0.66,0,1,1,0.66,0,0.66,0.66,0.66,1,1,Yes,Yes,Yes,0.66,1,1,1,1,1,1,1,1,1,1,Ball,Attacker,,Goalkeeper,Attacker
Male,0,0.33,1,0.66,1,0,1,1,1,NP,Live,Video,Video,1,1,0.33,0.33,0.66,NP,0.66,0.33,1,1,0.33,0.33,0.33,0.33,0.66,0.66,0,Yes,Yes,Yes,0.33,0.5,1,1,1,1,0.5,1,0.5,1,0.5,Attacker,Attacker,Defenders,Defenders,Attacker
Male,0,0.33,0.66,0,0.66,0.25,1,0.25,0.75,NP,Live,Video,Video,0.66,0.66,0,0,0.66,NP,0.33,0.33,0.33,0.66,0.33,0.33,0.33,0,0.33,0.33,0,Yes,Yes,No,,0.25,1,0.5,1,1,0.5,0.5,0.75,0,0.75,Attacker,Ball,Ball,Goalkeeper,Attacker
Male,1,0.66,1,0.33,1,0.25,1,0.75,1,Whole game,Live,Video,Video,1,0.66,0,0.33,1,Together,1,0.33,0.33,1,1,0,0.66,0.66,1,1,0.33,Yes,Yes,Yes,0.66,0.25,0.25,0.5,0.5,0.5,0.25,0.75,0.25,0.25,1,Attacker,Ball,Ball,Attacker,Attacker
Male,0,0.33,1,0.33,1,0.75,1,0.5,1,Whole game,Live,Video,Video,0.66,1,0,0,1,NP,0.66,0.33,0.66,1,0.33,0.33,0.33,0,0.66,0.66,0,Yes,Yes,No,,1,1,1,1,1,1,1,1,1,1,,Attacker,Ball,Defenders,
Male,0,0,1,0.33,0.66,0,1,0.5,1,NP,Live,Video,Video,0.33,1,0,0,0.66,NP,0.33,0.33,1,1,0.33,0.33,0,0,0,1,0,Yes,Yes,No,,0.75,1,1,1,1,0.75,1,0.5,0.5,1,Defenders,Ball,Defenders,Defenders,Attacker
Male,0,0.33,0.66,0,1,0.25,0.5,0,0.25,Whole game,Live,Video,Video,0.66,0.66,0,0.66,1,Alone,0.33,0,1,1,0,0,0.33,0,0.33,0,0,Happy,Yes,No,,0.25,0.5,0.75,1,0.75,0.75,0.5,1,0.25,0.75,Attacker,Ball,Attacker,Defenders,Attacker
Male,0,0.33,1,0.66,1,0,0.5,0.25,0.75,Whole game,Live,Video,Video,0.66,1,0.33,0.33,1,NP,0.66,0.33,1,1,0.66,0.33,0.33,0.33,0.66,1,0.33,Yes,Yes,Yes,0.33,0.5,0.5,0.75,0.75,0.75,0.25,0.5,0.5,0.25,0.25,Defenders,Attacker,Attacker,Defenders,Attacker
Male,0,0.33,0.66,0.66,0.66,0,0,0,0,Whole game,Live,Video,Video,1,0.66,0,0,0.33,Together,0.66,0.66,0.33,0.66,0.33,0.33,0.33,0.66,0.33,1,0,No,Yes,No,,0.5,0.5,0.75,1,0.75,0.5,0.5,0.25,0.5,0.5,Ball,Attacker,Attacker,Attacker,Defenders
Male,0,0.33,1,0.33,1,0,1,1,1,NP,Live,Video,Video,0.66,1,0,0.33,1,NP,0.33,0,0.66,1,1,0,0.33,0.33,0.66,0.33,0,Yes,Yes,No,,0.5,1,1,1,1,1,1,1,1,1,Attacker,Attacker,Defenders,Defenders,Attacker
Male,0.33,0.33,1,1,1,1,1,0.5,1,NP,Live,Video,Video,1,1,0,0.33,0.66,NP,0.66,0.33,0.33,1,0.33,0.66,0.33,0,1,1,0,No,Yes,Yes,0.33,0.25,0.5,0.75,1,0.75,0.5,1,0.5,0.75,0.75,Attacker,Attacker,Goalkeeper,Attacker,Attacker
Male,0,0,1,0.33,1,0,1,0.25,1,Whole game,Live,Video,Video,1,1,0.33,0,1,Alone,0.33,0.33,0.66,0.66,0.33,0.33,0,0,0.33,0.33,0,Yes,Yes,No,,0,0.75,0.75,1,1,0.5,1,0.5,0.25,0,Defenders,Ball,Goalkeeper,Defenders,Attacker
Male,0,0,0.66,0.33,0.66,0,1,1,1,Highlights,Live,Video,Video,0.33,1,0,1,0.66,Together,0.33,0.33,1,0.66,0.33,0.33,0.33,0.66,0.33,0.33,0.33,Yes,Yes,Yes,0.66,0.25,0.5,0.75,1,1,0.75,0.5,1,0.75,1,Attacker,Ball,Defenders,Defenders,Attacker
Female,0,0.33,1,0.66,1,0,1,0.5,1,Whole game,Live,Video,Video,0.33,1,0,0.33,1,Together,0.66,0.33,0.66,1,0.33,0.33,0.33,0,1,1,1,Yes,Yes,No,,1,1,1,1,1,1,1,1,1,1,Ball,Goalkeeper,Attacker,Goalkeeper,Attacker
Male,0,0,1,0.33,1,0,1,0,1,Whole game,Live,Video,Video,0.33,1,0,0,1,NP,0.66,0,0.66,1,0.66,0,0,0.33,0.66,1,1,Yes,No,Yes,0.66,0.5,0.75,0.5,1,0.75,0,0.5,0,0.5,0.25,Attacker,Attacker,Ball,Defenders,Attacker
Male,0.33,0.66,1,0.33,1,0.5,1,0.5,1,Whole game,Live,Video,Video,0.66,0.66,0.66,0,0.33,Together,0.66,0.66,0.33,1,0.66,0,0.66,0.33,0.33,1,0,Yes,Yes,No,,1,0.75,0.75,1,1,0.5,0.75,0.5,1,1,Attacker,Attacker,Defenders,Attacker,Defenders
Male,0,0.66,1,1,1,0.75,1,0.75,1,Whole game,Live,Video,Video,0.33,1,0,0,1,Together,0.66,0.33,0.33,0.66,0.66,0.33,0.33,0,1,1,0,Yes,Yes,No,,0.5,0.75,0.75,1,0.75,0.75,0.75,0.75,0.25,0.75,Attacker,Attacker,Attacker,Goalkeeper,Attacker
Male,0,0.33,0.66,0.33,0.66,0,0.75,1,1,Highlights,Live,Video,Video,0.66,1,0,0.33,0.33,Alone,0.33,0.33,1,0.66,0,0.33,0.33,0,0.33,0.66,0,No,No,Yes,0.33,0.5,0.5,0.75,1,1,0.5,1,0.75,0.5,0.25,Ball,Ball,Attacker,Goalkeeper,Attacker
Female,0,0.33,0.66,0.66,0.66,0.5,1,1,1,Whole game,Live,Video,Video,0.33,0.66,0,0.66,0.66,NP,0,0,0.66,1,0.33,0,0.33,0,0.66,0.66,0,Yes,Yes,No,,0.75,0.5,0.75,1,1,0.75,0.75,0.75,0.5,0.5,Ball,Defenders,Defenders,Defenders,Attacker
Male,0,0.33,1,0.66,1,0.75,1,1,1,Whole game,Live,Video,Video,0.66,1,0,0,0.66,NP,0.66,0.33,0.66,1,0.33,0.33,0.33,0.33,0.33,0.66,0,Yes,Yes,No,,0.75,1,1,1,1,0.5,1,0.5,0.75,0.5,Attacker,Goalkeeper,Defenders,Attacker,Defenders
Male,0,0.33,1,1,1,0,1,1,1,Whole game,Live,Video,Video,1,0.33,0,0.33,1,NP,0.66,0.33,1,1,0.33,0.33,0.33,0,0.33,1,0,Happy,Yes,No,,1,1,1,1,1,0.75,0.5,0.75,1,0.5,Attacker,Defenders,Goalkeeper,Defenders,Attacker
Male,0.33,0,0.66,0.66,1,0,1,1,1,Whole game,Live,Video,Video,0.33,1,0,0.66,0.33,NP,0.33,0,0.66,1,0.33,0,0.33,0,0.66,1,0,Happy,No,Yes,0.33,0.5,0.5,0.75,1,1,0.25,0.75,0.25,0.25,0.75,Attacker,Attacker,Defenders,Defenders,Attacker
Male,0,0,1,0.33,1,0,1,0,1,Whole game,Live,Video,Video,0.66,1,0,0.33,0.66,NP,0.33,0.33,1,0.66,0.33,0.33,0,0,0.33,0.66,,Yes,No,No,,0.75,0.75,0.75,0.75,0.75,0.25,0.5,0.75,0.25,0.75,Attacker,,Attacker,Goalkeeper,
Male,0,0.33,1,0.66,1,0,1,0.5,1,Whole game,Live,Video,Video,0.33,1,0,0.33,1,Alone,0.66,0.33,1,1,0.33,0.33,0.33,0.33,0.33,0.33,0,Yes,Yes,Yes,0.33,1,1,1,1,1,1,1,1,1,0.5,Defenders,Attacker,,Defenders,Attacker
Male,0,0.33,0.33,0,1,1,1,0,0.75,NP,Live,Video,Video,0.66,0.66,0,0.33,1,Alone,0.33,0.33,1,1,0,0,0.33,0,0.66,0.66,0,Yes,No,No,,0.25,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.5,Defenders,Goalkeeper,Defenders,Goalkeeper,Attacker
Male,0,0,1,0.33,1,0,1,1,1,Whole game,Live,Video,Video,1,1,0.33,0,1,Together,0.66,0.33,1,1,0.66,0.33,0,0,0,1,0,Yes,Yes,Yes,0.33,0.75,1,1,1,1,0.75,1,0.5,0.5,0.75,Attacker,Goalkeeper,Defenders,Defenders,Attacker
Male,0,0.33,0.66,0,1,0,1,0,1,Whole game,Live,Video,Video,0.33,1,0.33,0.33,1,NP,0.66,0.33,0.66,1,0.66,0.33,0,0,1,0.66,0,Yes,Yes,No,,1,1,1,1,1,0.75,1,0.75,0.75,0,Defenders,Defenders,Defenders,Defenders,Attacker
Male,0,0,0.66,0.33,0.33,0.25,1,0.25,1,NP,Live,Video,Video,0.33,1,0,0,0.33,Together,0.33,0,0.66,0.66,0.66,0,0.33,0,1,0.66,0,Yes,Yes,No,0,0.75,1,1,1,1,1,0.75,0.5,0.75,1,Defenders,Ball,Defenders,Defenders,Attacker
Male,0,0.33,1,0.33,0.66,0,0.5,0,0.25,Whole game,Live,Video,Video,1,1,0.33,0,0.66,Together,1,0,0.33,1,1,0.33,0,0,0.33,0.33,0,No,No,No,,0.5,1,1,1,1,0.25,0.5,0,0.5,0.25,Defenders,,,Goalkeeper,Attacker
Male,0,0,0,0,0,0,0,0,0,NP,NP,NP,NP,0,0,0,0,0,NP,0,0,0,0,0,0,0,0,0,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,Ball,Ball,Ball,Ball,Ball
Male,0,0,0.66,0.66,1,0.5,1,1,1,Whole game,Live,Video,Video,1,0.33,0,0.33,0.33,Together,0.33,0.33,0.33,0.66,0,0,0.33,0,0.66,0.66,0.33,Yes,Yes,No,,0.5,1,0.75,1,1,1,0.75,0.25,0.25,1,Defenders,Ball,Defenders,Goalkeeper,
Female,0,0,0,0,0,0,0,0,0,NP,NP,NP,NP,0.66,0.66,0,0,0,NP,0,0,0,0,0,0,0,0,0,0,0,No,No,No,,0,0,0,0,0,0,0,0,0,0,Attacker,Attacker,Attacker,Ball,Ball
Male,0,0.33,1,1,1,0,1,0.5,1,Whole game,Live,Video,Video,0.66,1,0,0.33,1,NP,0.66,0.33,1,1,0.33,0.33,0.33,0.33,0.66,0.66,0,Yes,Yes,No,,0,0.5,0.75,0.75,0.75,0.25,0.25,0,0.25,0.25,Defenders,Ball,Ball,Ball,Attacker
Female,0,0,0,0,0,0,1,0,1,NP,Live,Video,Video,0.66,0.33,0.33,0.33,0,Together,0.33,0.33,0.33,0,0,0,0,0,0.66,0.33,0,No,No,No,,0,0,0,0,0,0,0,0,0,0,Attacker,Attacker,Attacker,Attacker,Attacker
Female,0.33,0.33,0.33,0.66,0.66,0,0,0,0,Whole game,Live,Video,Audio,0.66,0.33,0,0,0.33,Alone,0,0.33,0.66,0.66,0.33,0,0.33,0.66,0.33,0.66,0,Yes,Yes,No,,0,0,0,0,0,0,0,0,0,0,Ball,Ball,Ball,Ball,Ball
Female,0.33,0,0.33,0.33,0.33,0,0,0,0,NP,NP,NP,NP,0.33,0,0,0,0,NP,0,0.33,0,0.33,0,0,0,0,0.33,0,0,No,No,No,,0,0,0,0,0,0,0,0,0,0,Defenders,Attacker,Attacker,Goalkeeper,Attacker
Female,0,0,0,0,0,0,0.75,0,0.75,Highlights,NP,Video,Video,0,0.66,0.66,0.66,0,Together,0.66,0,0,0.33,0.66,0,0,0,0,0,0,No,No,No,,0,0,0,0.75,0,0,0.75,0,0.75,0.75,Attacker,Attacker,Attacker,Attacker,Attacker
Female,0,0,0,0,0,0,0,0,0,NP,Live,Video,Video,0,0,0,0,0,Together,0.33,0,0,0,0,0,0,0.33,0.33,0.33,0,No,No,No,,0,0,0,0.25,0,0,0,0,0,0.25,,,,Ball,Ball
Female,0,0.33,0.33,0.33,0.33,0,0.25,0.25,0.5,Highlights,Live,Video,Video,0.66,0.33,0,0,0,Together,0,0.33,0,0.33,0,0,0.33,0,0.66,0.66,0,Yes,No,No,,0.25,0,0,1,0.25,0.25,0.25,0.25,0.25,0.25,Ball,Attacker,Goalkeeper,Attacker,Defenders
Female,0.66,0.33,0.66,1,1,0,0.25,0.5,0.75,Highlights,Live,NP,Video,0.33,1,0,0,0.33,Together,0.66,1,0.33,0.66,0,0.66,0.66,0.33,0,1,0,Happy,Yes,No,,0.25,0.5,0.25,0.5,0.25,0.25,0.5,0,0.25,0,Attacker,Defenders,Ball,Ball,Ball
Female,0,0,0.33,0,0.33,0,0.75,0,1,Whole game,Live,Video,Video,0.66,0.33,0,0.66,0,Together,0.66,0,0,0.33,0,0,0,0.33,1,0.66,0.33,No,No,No,,0,0,0,0,0,0,0,0,0,0,Ball,Ball,Ball,Ball,Ball
Female,0.33,0.33,1,0.66,1,0.25,1,1,1,Whole game,Live,Video,Video,0.33,1,0.33,0.33,0.66,Together,0.66,0.66,0.33,0.66,0.33,0.33,0.33,0,1,1,0,Happy,No,No,,1,1,1,1,1,0.75,1,1,1,1,Defenders,Attacker,Attacker,Goalkeeper,Attacker
Female,0,0.33,0.66,0.33,0.66,0,0.25,0.25,0.75,Highlights,Live,Video,Video,1,0.33,0,0,0,Together,0.66,0.66,0.33,0.66,0.66,0.66,0.33,0.33,0.33,0,0,Happy,Yes,No,,0.75,1,1,1,1,0.5,0.75,0.5,0.75,0.25,Defenders,Goalkeeper,Defenders,Defenders,Goalkeeper
Male,0,1,1,0,1,0.25,0.75,0,1,NP,Live,Video,Video,0.33,1,0.66,0.66,1,NP,0.33,0.33,0.66,1,0,0,0.66,0,0.33,1,0,No,Yes,No,,0.5,1,0.5,1,1,0.75,1,0.75,0.25,1,Attacker,Attacker,Ball,Goalkeeper,Attacker
Female,0,0.33,0.33,0,0,0,0.5,0.5,0.5,NP,NP,Video,Video,0.33,0,0,0,0,Together,0.33,0,0,0,0.33,0,0.33,0,0.33,0.33,0,Yes,No,No,,0,0,0,0,0,0,0,0,0,0,Attacker,Attacker,Goalkeeper,Defenders,Attacker
Male,0,0.33,0.66,0,1,0,1,0.25,1,Whole game,Live,Video,Video,0.33,1,0,0.33,0.66,Together,0.66,0.33,0.33,1,0,0.33,0.66,0.33,0.66,0.66,0,Yes,Yes,No,,0,1,1,1,0.75,0.75,1,0.5,0.5,0.75,Attacker,Attacker,Defenders,Defenders,Attacker
